time, speed, delta_speed_average, delta_speed_prev
47577, 73, -4.8, -11.2
47587, 51, 1.0, -4.8
47596, 26, -6.8, 1.0
47606, 59, 5.8, -6.8
47617, 93, 4.4, 5.8
47625, 72, -0.2, 4.4
47636, 59, 1.6, -0.2
47645, 44, 3.6, 1.6
47652, 63, 0.8, 3.6
47660, 59, -6.8, 0.8
47671, 64, -1.6, -6.8
47680, 67, 1.6, -1.6
47689, 54, 2.0, 1.6
47698, 50, -2.6, 2.0
47706, 39, -4.0, -2.6
47718, 58, -1.2, -4.0
47726, 55, -2.4, -1.2
47734, 29, -5.0, -2.4
47744, 21, -5.8, -5.0
47751, 2, -7.4, -5.8
47759, 7, -10.2, -7.4
47768, 8, -9.4, -10.2
47777, 5, -4.8, -9.4
47786, -19, -8.0, -4.8
47793, -26, -5.6, -8.0
47800, -71, -15.6, -5.6
47810, -64, -14.4, -15.6
47819, -55, -12.0, -14.4
47827, -57, -7.6, -12.0
47836, -77, -10.2, -7.6
47840, -90, -3.8, -10.2
47848, -101, -7.4, -3.8
47856, -80, -5.0, -7.4
47864, -101, -8.800000000000001, -5.0
47873, -114, -7.4, -8.800000000000001
47881, -128, -7.6, -7.4
47889, -108, -1.4, -7.6
47897, -129, -9.800000000000001, -1.4
47906, -111, -2.0, -9.800000000000001
47920, -100, 2.8, -2.0
47931, -79, 9.800000000000001, 2.8
47939, -111, -0.6, 9.800000000000001
47958, -133, -0.8, -0.6
47966, -122, -2.2, -0.8
47975, -122, -4.4, -2.2
47984, -127, -9.6, -4.4
47989, -97, 2.8, -9.6
47996, -151, -3.6, 2.8
48003, -157, -7.0, -3.6
48011, -153, -6.2, -7.0
48021, -114, 2.6, -6.2
48033, -132, -7.0, 2.6
48042, -139, 2.4, -7.0
48050, -163, -1.2, 2.4
48059, -157, -0.8, -1.2
48067, -158, -8.800000000000001, -0.8
48077, -160, -5.6, -8.800000000000001
48085, -166, -5.4, -5.6
48091, -165, -0.4, -5.4
48100, -168, -2.2, -0.4
48108, -189, -6.2, -2.2
48116, -187, -5.4, -6.2
48121, -185, -3.8, -5.4
48130, -182, -3.4, -3.8
48138, -178, -2.0, -3.4
48146, -180, 1.8, -2.0
48154, -183, 0.8, 1.8
48161, -173, 2.4, 0.8
48168, -169, 2.6, 2.4
48177, -173, 1.0, 2.6
48186, -174, 1.2, 1.0
48191, -176, 1.4, 1.2
48199, -173, 0.0, 1.4
48208, -147, 5.2, 3.6
48216, -147, 5.4, 5.2
48223, -146, 6.0, 5.4
48232, -142, 6.2, 6.0
48240, -143, 1.6, 6.2
48248, -138, 1.8, 1.6
48256, -140, 1.4, 1.8
48265, -149, -0.6, 1.4
48271, -134, 1.6, -0.6
48279, -106, 7.4, 1.6
48287, -111, 5.4, 7.4
48294, -137, 0.6, 5.4
48303, -116, 6.6, 0.6
48310, -94, 8.0, 6.6
48326, -94, 2.4, 8.0
48336, -95, 3.2, 2.4
48348, -74, 12.6, 3.2
48359, -71, 9.0, 12.6
48368, -82, 2.4, 9.0
48376, -59, 7.0, 2.4
48390, -47, 9.6, 7.0
48397, -64, 2.0, 9.6
48406, -48, 4.6, 2.0
48415, -30, 10.4, 4.6
48437, 0, 11.8, 10.4
48447, -25, 9.4, 11.8
48456, -14, 15.0, 9.4
48466, 15, 17.6, 15.0
48478, 37, 18.4, 17.6
48488, 185, 42.0, 18.4
48496, -35, -2.0, 42.0
48509, 0, 2.8, -2.0
48518, 25, -3.0, 2.8
48530, 63, 0.2, -3.0
48540, 64, -29.2, 0.2
48548, 70, 16.0, -29.2
48557, 67, 8.4, 16.0
48566, 87, 12.4, 8.4
48576, 86, 4.6, 12.4
48586, 95, 6.2, 4.6
48593, 92, 4.4, 6.2
48601, 97, 6.0, 4.4
48610, 86, -0.2, 6.0
48619, 86, 0.0, -0.2
48628, 109, 3.4, 2.8
48645, 93, -0.8, 3.4
48653, 74, -2.4, -0.8
48659, 88, 0.4, -2.4
48667, 117, 1.6, 0.4
48676, 130, 4.2, 1.6
48689, 115, 4.4, 4.2
48698, 113, 7.8, 4.4
48708, 133, 9.0, 7.8
48724, 193, 15.2, 9.0
48733, 138, 1.6, 15.2
48753, 147, 6.4, 1.6
48764, 170, 11.4, 6.4
48777, 169, 7.2, 11.4
48787, 178, -3.0, 7.2
48798, 166, 5.6, -3.0
48807, 171, 4.8, 5.6
48817, 169, -0.2, 4.8
48826, 166, -0.6, -0.2
48835, 164, -2.8, -0.6
48849, 173, 1.4, -2.8
48857, 174, 0.6, 1.4
48867, 167, -0.4, 0.6
48876, 163, -0.6, -0.4
48886, 158, -1.2, -0.6
48896, 155, -3.6, -1.2
48905, 160, -2.8, -3.6
48914, 151, -3.2, -2.8
48922, 139, -4.8, -3.2
48931, 134, -4.8, -4.8
48940, 132, -4.6, -4.8
48950, 128, -6.4, -4.6
48959, 114, -7.4, -6.4
48967, 113, -5.2, -7.4
48977, 96, -7.6, -5.2
48986, 104, -5.6, -7.6
48995, 104, -4.8, -5.6
49000, 100, -2.8, -4.8
49009, 76, -7.4, -2.8
49018, 102, 1.2, -7.4
49026, 92, -2.4, 1.2
49036, 25, -15.8, -2.4
49046, 63, -7.4, -15.8
49056, 57, -3.8, -7.4
49061, 62, -8.0, -3.8
49074, 73, -3.8, -8.0
49084, 58, 6.6, -3.8
49095, 55, -1.6, 6.6
49106, 35, -4.4, -1.6
49115, 28, -6.8, -4.4
49127, 24, -9.800000000000001, -6.8
49136, 25, -6.6, -9.800000000000001
49146, 14, -8.199999999999999, -6.6
49155, 8, -5.4, -8.199999999999999
49163, 7, -4.2, -5.4
49171, 13, -2.2, -4.2
49178, -6, -6.2, -2.2
49186, -25, -7.8, -6.2
49194, -36, -8.800000000000001, -7.8
49204, -12, -3.8, -8.800000000000001
49211, -6, -3.8, -3.8
49220, -13, -1.4, -3.8
49227, -44, -3.8, -1.4
49236, -48, -2.4, -3.8
49245, -52, -8.0, -2.4
49254, -43, -7.4, -8.0
49259, -32, -3.8, -7.4
49268, -41, 0.6, -3.8
49276, -67, -3.8, 0.6
49285, -90, -7.6, -3.8
49293, -81, -7.6, -7.6
49301, -81, -9.800000000000001, -7.6
49310, -84, -8.6, -9.800000000000001
49318, -89, -4.4, -8.6
49324, -105, -3.0, -4.4
49331, -114, -6.6, -3.0
49339, -115, -6.8, -6.6
49346, -112, -5.6, -6.8
49356, -121, -6.4, -5.6
49364, -119, -2.8, -6.4
49371, -119, -1.0, -2.8
49378, -133, -3.6, -1.0
49387, -141, -5.8, -3.6
49395, -141, -4.0, -5.8
49406, -137, -3.6, -4.0
49414, -142, -4.6, -3.6
49421, -146, -2.6, -4.6
49429, -149, -1.6, -2.6
49436, -151, -2.0, -1.6
49446, -153, -3.2, -2.0
49467, -156, -2.8, -3.2
49476, -160, -2.8, -2.8
49481, -160, -2.2, -2.8
49488, -160, -1.8, -2.2
49496, -161, -1.6, -1.8
49506, -161, -1.0, -1.6
49514, -163, -0.6, -1.0
49526, -164, -0.8, -0.6
49537, -162, -0.4, -0.8
49545, -162, -0.2, -0.4
49549, -162, -0.2, -0.2
49559, -161, 0.4, -0.2
49567, -159, 1.0, 0.4
49575, -154, 1.6, 1.0
49581, -158, 0.8, 1.6
49590, -150, 2.4, 0.8
49598, -141, 4.0, 2.4
49608, -137, 4.4, 4.0
49616, -138, 3.2, 4.4
49624, -139, 3.8, 3.2
49638, -137, 2.6, 3.8
49647, -120, 4.2, 2.6
49666, -93, 8.800000000000001, 4.2
49676, -110, 5.6, 8.800000000000001
49686, -117, 4.4, 5.6
49697, -63, 14.8, 4.4
49708, -70, 10.0, 14.8
49718, -100, -1.4, 10.0
49726, -78, 6.4, -1.4
49734, -46, 14.2, 6.4
49746, -77, -2.8, 14.2
49750, -60, 2.0, -2.8
49758, -97, 0.6, 2.0
49769, -92, -2.8, 0.6
49778, -80, -6.8, -2.8
49786, -78, -0.2, -6.8
49798, -47, 2.6, -0.2
49806, -38, 11.8, 2.6
49817, -47, 9.0, 11.8
49826, -54, 5.2, 9.0
49831, -40, 7.6, 5.2
49846, -26, 4.2, 7.6
49855, 0, 7.6, 4.2
49866, -11, 9.4, 7.6
49876, 9, 14.8, 9.4
49886, 3, 10.8, 14.8
49895, 13, 10.0, 10.8
49911, 14, 5.0, 10.0
49931, 19, 6.0, 5.0
49949, 29, 4.0, 6.0
49958, 46, 8.6, 4.0
49973, 59, 9.199999999999999, 8.6
49980, 68, 10.8, 9.199999999999999
49988, 75, 11.2, 10.8
49998, 85, 11.2, 11.2
50007, 90, 8.800000000000001, 11.2
50016, 97, 7.6, 8.800000000000001
50025, 103, 7.0, 7.6
50044, 113, 7.6, 7.0
50053, 115, 6.0, 7.6
50066, 128, 7.6, 6.0
50076, 133, 7.2, 7.6
50080, 137, 6.8, 7.2
50094, 138, 5.0, 6.8
50104, 137, 4.4, 5.0
50117, 141, 2.6, 4.4
50126, 154, 4.2, 2.6
50138, 161, 4.8, 4.2
50149, 161, 4.6, 4.8
50157, 159, 4.4, 4.6
50166, 162, 4.2, 4.4
50180, 165, 2.2, 4.2
50189, 163, 0.4, 2.2
50198, 160, -0.2, 0.4
50218, 163, 0.8, -0.2
50227, 168, 1.2, 0.8
50240, 157, -1.6, 1.2
50249, 141, -4.4, -1.6
50257, 159, -0.2, -4.4
50270, 169, 1.2, -0.2
50283, 150, -3.6, 1.2
50292, 129, -5.6, -3.6
50301, 151, 2.0, -5.6
50315, 123, -7.2, 2.0
50347, 128, -8.199999999999999, -7.2
50357, 130, -4.0, -8.199999999999999
50376, 90, -7.8, -4.0
50388, 87, -12.8, -7.8
50406, 99, -4.8, -12.8
50415, 97, -6.2, -4.8
50420, 80, -10.0, -6.2
50437, 65, -5.0, -10.0
50448, 73, -2.8, -5.0
50457, 67, -6.4, -2.8
50466, 61, -7.2, -6.4
50478, 43, -7.4, -7.2
50506, 50, -3.0, -7.4
50516, 35, -7.6, -3.0
50530, 36, -6.2, -7.6
50547, 23, -7.6, -6.2
50558, 17, -5.2, -7.6
50566, 7, -8.6, -5.2
50579, 1, -6.8, -8.6
50587, 5, -6.2, -6.8
50596, -10, -6.6, -6.2
50607, -23, -8.0, -6.6
50617, -10, -3.4, -8.0
50626, -18, -3.8, -3.4
50637, -46, -10.2, -3.8
50665, -36, -5.2, -10.2
50676, -70, -9.4, -5.2
50689, -71, -12.2, -9.4
50697, -82, -12.8, -12.2
50713, -90, -8.800000000000001, -12.8
50718, -94, -11.6, -8.800000000000001
50734, -102, -6.4, -11.6
50749, -110, -7.8, -6.4
50763, -108, -5.2, -7.8
50778, -117, -5.4, -5.2
50796, -131, -7.4, -5.4
50809, -139, -7.4, -7.4
50819, -140, -6.0, -7.4
50837, -142, -6.8, -6.0
50848, -151, -6.8, -6.8
50856, -153, -4.4, -6.8
50861, -155, -3.2, -4.4
50870, -155, -3.0, -3.2
50879, -157, -3.0, -3.0
50888, -157, -1.2, -3.0
50896, -160, -1.4, -1.2
50903, -159, -0.8, -1.4
50917, -156, -0.2, -0.8
50922, -158, -0.2, -0.2
50929, -159, -0.4, -0.2
50938, -159, 0.2, -0.4
50956, -159, 0.0, 0.2
50965, -155, 0.6, -0.2
50973, -151, 1.6, 0.6
50981, -144, 3.0, 1.6
50990, -143, 3.2, 3.0
50999, -140, 3.4, 3.2
51007, -139, 3.2, 3.4
51011, -132, 3.8, 3.2
51020, -131, 2.6, 3.8
51028, -134, 1.8, 2.6
51036, -130, 2.0, 1.8
51046, -117, 4.4, 2.0
51053, -98, 6.8, 4.4
51060, -100, 6.2, 6.8
51069, -105, 5.8, 6.2
51077, -91, 7.8, 5.8
51085, -104, 2.6, 7.8
51094, -87, 2.2, 2.6
51099, -77, 4.6, 2.2
51107, -88, 3.4, 4.6
51116, -101, -2.0, 3.4
51137, -102, 0.4, -2.0
51148, -71, 3.2, 0.4
51157, -99, -4.4, 3.2
51167, -115, -5.4, -4.4
51175, -87, 2.8, -5.4
51184, -99, 0.6, 2.8
51197, -82, -2.2, 0.6
51202, -40, 11.8, -2.2
51209, -51, 12.8, 11.8
51218, -41, 9.199999999999999, 12.8
51226, -55, 8.800000000000001, 9.199999999999999
51234, -51, 6.2, 8.800000000000001
51239, -5, 7.0, 6.2
51249, 0, 10.2, 7.0
51258, -11, 8.199999999999999, 10.2
51266, -12, 10.8, 8.199999999999999
51273, -4, 11.6, 10.8
51281, -5, 2.2, 11.6
51289, -6, 1.0, 2.2
51299, 5, 3.2, 1.0
51308, 20, 6.4, 3.2
51316, 24, 5.6, 6.4
51325, 23, 5.6, 5.6
51333, 23, 5.8, 5.6
51340, 18, 2.6, 5.8
51351, 27, 1.4, 2.6
51359, 42, 3.6, 1.4
51368, 61, 7.6, 3.6
51375, 71, 9.6, 7.6
51385, 79, 12.2, 9.6
51393, 73, 9.199999999999999, 12.2
51404, 73, 6.2, 9.199999999999999
51412, 86, 5.0, 6.2
51421, 102, 6.2, 5.0
51430, 109, 6.0, 6.2
51440, 115, 8.4, 6.0
51451, 114, 8.199999999999999, 8.4
51461, 122, 7.2, 8.199999999999999
51470, 121, 3.8, 7.2
51478, 128, 3.8, 3.8
51488, 130, 3.0, 3.8
51497, 129, 3.0, 3.0
51522, 140, 3.6, 3.0
51541, 140, 3.8, 3.6
51557, 156, 5.6, 3.8
51570, 153, 4.6, 5.6
51581, 153, 4.8, 4.6
51591, 155, 3.0, 4.8
51601, 156, 3.2, 3.0
51609, 159, 0.6, 3.2
51619, 156, 0.6, 0.6
51635, 156, 0.6, 0.6
51639, 157, 0.4, 0.6
51648, 156, 0.0, 0.4
51666, 153, -0.6, -1.4
51675, 157, 0.2, -0.6
51685, 154, -0.6, 0.2
51693, 139, -3.4, -0.6
51701, 119, -6.6, -3.4
51710, 144, -1.8, -6.6
51720, 137, -4.0, -1.8
51729, 120, -6.8, -4.0
51738, 115, -4.8, -6.8
51747, 112, -1.4, -4.8
51759, 108, -7.2, -1.4
51768, 98, -7.8, -7.2
51776, 93, -5.4, -7.8
51786, 85, -6.0, -5.4
51796, 72, -8.0, -6.0
51807, 83, -5.0, -8.0
51817, 78, -4.0, -5.0
51827, 66, -5.4, -4.0
51836, 78, -1.4, -5.4
51841, 92, 4.0, -1.4
51850, 32, -10.2, 4.0
51865, 53, -5.0, -10.2
51874, 58, -1.6, -5.0
51884, 61, -3.4, -1.6
51893, 43, -9.800000000000001, -3.4
51901, 47, 3.0, -9.800000000000001
51911, 38, -3.0, 3.0
51921, 34, -4.8, -3.0
51936, 15, -9.199999999999999, -4.8
51950, 17, -5.2, -9.199999999999999
51960, 6, -8.199999999999999, -5.2
51975, 0, -7.6, -8.199999999999999
51990, -2, -6.8, -7.6
51998, -7, -4.0, -6.8
52007, 0, -3.0, -4.0
52017, -31, -0.8, -3.0
52029, -57, -4.8, -0.8
52037, -25, 1.6, -4.8
52041, -29, 1.8, 1.6
52054, -32, -0.2, 1.8
52059, -44, -2.6, -0.2
52068, -60, -0.6, -2.6
52075, -62, -7.4, -0.6
52083, -58, -5.8, -7.4
52090, -51, -3.8, -5.8
52098, -65, -4.2, -3.8
52106, -82, -4.4, -4.2
52116, -91, -5.8, -4.4
52124, -99, -8.199999999999999, -5.8
52129, -100, -9.800000000000001, -8.199999999999999
52136, -96, -6.2, -9.800000000000001
52144, -99, -3.4, -6.2
52152, -105, -2.8, -3.4
52160, -118, -3.8, -2.8
52169, -122, -4.4, -3.8
52178, -123, -5.4, -4.4
52187, -119, -4.0, -5.4
52195, -122, -3.4, -4.0
52200, -126, -1.6, -3.4
52208, -134, -2.4, -1.6
52217, -141, -3.6, -2.4
52225, -141, -4.4, -3.6
52232, -141, -3.8, -4.4
52240, -140, -2.8, -3.8
52248, -137, -0.6, -2.8
52256, -144, -0.6, -0.6
52260, -144, -0.6, -0.6
52268, -148, -1.4, -0.6
52276, -150, -2.0, -1.4
52285, -154, -3.4, -2.0
52293, -152, -1.6, -3.4
52299, -152, -1.6, -1.6
52306, -152, -0.8, -1.6
52311, -152, -0.4, -0.8
52321, -154, 0.0, -0.4
52337, -153, -0.2, -0.2
52348, -145, 1.4, -0.2
52360, -137, 3.0, 1.4
52374, -133, 4.2, 3.0
52384, -143, 2.0, 4.2
52389, -136, 3.4, 2.0
52397, -134, 2.2, 3.4
52405, -118, 3.8, 2.2
52413, -106, 5.4, 3.8
52420, -112, 6.2, 5.4
52428, -130, 1.2, 6.2
52435, -130, 0.8, 1.2
52446, -132, -2.8, 0.8
52450, -99, 1.4, -2.8
52458, -88, 4.8, 1.4
52467, -102, 5.6, 4.8
52476, -109, 4.2, 5.6
52484, -102, 6.0, 4.2
52491, -94, 1.0, 6.0
52499, -71, 3.4, 1.0
52506, -88, 2.8, 3.4
52516, -83, 5.2, 2.8
52540, 23, 25.0, 5.2
52550, -150, -11.2, 25.0
52558, -51, 4.0, -11.2
52566, -62, 5.2, 4.0
52576, -60, 4.6, 5.2
52586, -79, -20.4, 4.6
52596, -55, 19.0, -20.4
52604, -43, 1.6, 19.0
52615, -36, 5.2, 1.6
52624, -30, 6.0, 5.2
52631, -53, 5.2, 6.0
52640, -22, 6.6, 5.2
52650, -20, 4.6, 6.6
52659, -18, 3.6, 4.6
52666, -35, -1.0, 3.6
52676, -24, 5.8, -1.0
52686, -18, 0.8, 5.8
52690, -23, -0.6, 0.8
52698, -2, 3.2, -0.6
52707, 4, 7.8, 3.2
52716, 21, 9.0, 7.8
52726, 8, 5.2, 9.0
52743, 38, 12.2, 5.2
52751, 64, 13.2, 12.2
52770, 66, 12.4, 13.2
52779, 73, 10.4, 12.4
52794, 80, 14.4, 10.4
52803, 84, 9.199999999999999, 14.4
52813, 83, 3.8, 9.199999999999999
52818, 88, 4.4, 3.8
52828, 98, 5.0, 4.4
52842, 110, 6.0, 5.0
52851, 120, 7.2, 6.0
52861, 127, 8.800000000000001, 7.2
52869, 128, 8.0, 8.800000000000001
52879, 125, 5.4, 8.0
52888, 133, 4.6, 5.4
52897, 137, 3.4, 4.6
52905, 136, 1.8, 3.4
52913, 137, 1.8, 1.8
52921, 142, 3.4, 1.8
52931, 148, 3.0, 3.4
52939, 151, 2.8, 3.0
52948, 151, 3.0, 2.8
52957, 150, 2.6, 3.0
52966, 151, 1.8, 2.6
52974, 154, 1.2, 1.8
52983, 155, 0.8, 1.2
52993, 155, 0.8, 0.8
53001, 154, 0.8, 0.8
53010, 153, 0.4, 0.8
53018, 154, 0.0, 0.4
53038, 157, 0.4, 0.4
53047, 157, 0.6, 0.4
53056, 157, 0.8, 0.6
53066, 143, -2.2, 0.8
53075, 133, -4.8, -2.2
53085, 135, -4.4, -4.8
53090, 145, -2.4, -4.4
53098, 132, -5.0, -2.4
53107, 130, -2.6, -5.0
53115, 121, -2.4, -2.6
53123, 116, -3.8, -2.4
53142, 109, -7.2, -3.8
53151, 102, -6.0, -7.2
53161, 98, -6.4, -6.0
53171, 78, -8.6, -6.4
53180, 95, -4.2, -8.6
53191, 104, -1.0, -4.2
53200, 93, -1.8, -1.0
53209, 63, -7.0, -1.8
53217, 60, -3.6, -7.0
53226, 70, -5.0, -3.6
53237, 77, -5.4, -5.0
53246, 74, -3.8, -5.4
53255, 72, 1.8, -3.8
53265, 73, 2.6, 1.8
53273, 56, -2.8, 2.6
53281, 46, -6.2, -2.8
53292, 47, -5.4, -6.2
53301, 55, -3.4, -5.4
53311, 47, -5.2, -3.4
53319, 45, -2.2, -5.2
53332, 21, -5.0, -2.2
53343, 22, -5.0, -5.0
53353, 25, -6.0, -5.0
53364, 5, -8.4, -6.0
53371, 0, -9.0, -8.4
53380, 9, -4.2, -9.0
53390, 13, -3.6, -4.2
53399, -17, -10.2, -3.6
53406, -45, -11.8, -10.2
53415, -37, -9.199999999999999, -11.8
53419, -37, -9.199999999999999, -9.199999999999999
53427, -22, -7.0, -9.199999999999999
53436, -25, -1.6, -7.0
53445, -44, 0.2, -1.6
53453, -48, -2.2, 0.2
53460, -53, -3.2, -2.2
53469, -64, -8.4, -3.2
53477, -63, -7.6, -8.4
53481, -65, -4.2, -7.6
53491, -72, -4.8, -4.2
53498, -83, -6.0, -4.8
53506, -96, -6.4, -6.0
53515, -95, -6.4, -6.4
53521, -99, -6.8, -6.4
53530, -92, -4.0, -6.8
53557, -121, -7.6, -4.0
53567, -119, -4.6, -7.6
53580, -124, -5.8, -4.6
53605, -130, -6.2, -5.8
53612, -129, -7.4, -6.2
53621, -133, -2.4, -7.4
53630, -137, -3.6, -2.4
53638, -147, -4.6, -3.6
53647, -152, -4.4, -4.6
53651, -146, -3.4, -4.4
53659, -145, -2.4, -3.4
53667, -145, -1.6, -2.4
53675, -144, 0.6, -1.6
53679, -143, 1.8, 0.6
53687, -147, -0.2, 1.8
53696, -149, -0.8, -0.2
53704, -146, -0.2, -0.8
53710, -148, -0.8, -0.2
53718, -145, -0.4, -0.8
53728, -145, 0.4, -0.4
53735, -148, 0.2, 0.4
53740, -155, -1.8, 0.2
53749, -151, -0.6, -1.8
53757, -151, -1.2, -0.6
53765, -143, 0.4, -1.2
53769, -138, 2.0, 0.4
53777, -139, 3.2, 2.0
53786, -153, -0.4, 3.2
53796, -149, 0.4, -0.4
53803, -143, 0.0, 0.4
53811, -124, 3.0, 3.2
53819, -129, 4.8, 3.0
53828, -128, 4.2, 4.8
53836, -114, 5.8, 4.2
53843, -117, 1.0, 5.8
53853, -119, 1.0, 1.0
53862, -128, 0.2, 1.0
53870, -123, 1.0, 0.2
53878, -96, 3.6, 1.0
53886, -96, 4.2, 3.6
53895, -109, 2.0, 4.2
53906, -115, 2.6, 2.0
53914, -114, 1.8, 2.6
53918, -104, -1.6, 1.8
53926, -85, 2.2, -1.6
53933, -76, 6.6, 2.2
53948, -77, 7.6, 6.6
53955, -65, 9.800000000000001, 7.6
53971, -61, 8.6, 9.800000000000001
53981, -47, 7.6, 8.6
53992, -39, 7.4, 7.6
54005, -24, 10.6, 7.4
54012, -13, 10.4, 10.6
54020, -12, 9.800000000000001, 10.4
54028, -25, 4.4, 9.800000000000001
54038, 11, 10.0, 4.4
54047, 10, 6.8, 10.0
54059, 37, 10.0, 6.8
54067, 9, 4.2, 10.0
54076, 12, 7.4, 4.2
54086, 27, 3.2, 7.4
54095, 13, 0.6, 3.2
54105, 26, -2.2, 0.6
54114, 53, 8.800000000000001, -2.2
54125, 43, 6.2, 8.800000000000001
54134, 73, 9.199999999999999, 6.2
54143, 53, 8.0, 9.199999999999999
54154, 10, -3.2, 8.0
54164, 92, 7.8, -3.2
54172, 90, 9.4, 7.8
54180, 90, 3.4, 9.4
54190, 64, 2.2, 3.4
54199, 80, 14.0, 2.2
54210, 103, 2.2, 14.0
54218, 109, 3.8, 2.2
54227, 108, 3.6, 3.8
54236, 102, 7.6, 3.6
54245, 109, 5.8, 7.6
54251, 99, -0.8, 5.8
54261, 106, -0.6, -0.8
54269, 113, 1.0, -0.6
54278, 108, 1.2, 1.0
54287, 106, -0.6, 1.2
54297, 90, -1.8, -0.6
54310, 93, -2.6, -1.8
54319, 112, -0.2, -2.6
54329, 133, 5.0, -0.2
54349, 111, 1.0, 5.0
54360, 148, 11.6, 1.0
54370, 131, 7.6, 11.6
54378, 170, 11.6, 7.6
54387, 157, 4.8, 11.6
54398, 139, 5.6, 4.8
54414, 131, -3.4, 5.6
54422, 141, 2.0, -3.4
54431, 157, -2.6, 2.0
54441, 157, 0.0, -2.6
54458, 137, 1.2, 0.4
54468, 136, -1.0, 1.2
54478, 140, -3.4, -1.0
54488, 148, -1.8, -3.4
54497, 125, -3.2, -1.8
54506, 138, 0.2, -3.2
54516, 132, -0.8, 0.2
54526, 128, -2.4, -0.8
54535, 120, -5.6, -2.4
54540, 113, -2.4, -5.6
54547, 105, -6.6, -2.4
54556, 105, -5.4, -6.6
54567, 100, -5.6, -5.4
54576, 98, -4.4, -5.6
54585, 90, -4.6, -4.4
54594, 89, -3.2, -4.6
54615, 80, -5.0, -3.2
54625, 53, -9.4, -5.0
54636, 63, -7.0, -9.4
54645, 55, -7.0, -7.0
54650, 51, -7.6, -7.0
54667, 39, -8.199999999999999, -7.6
54676, 20, -6.6, -8.199999999999999
54686, 0, -12.6, -6.6
54704, 41, -11.0, -12.6
54715, 35, -11.4, -11.0
54720, -1, -16.2, -11.4
54729, 6, -11.0, -16.2
54737, 10, -6.2, -11.0
54761, -4, -9.0, -6.2
54771, -23, -11.6, -9.0
54779, -14, -2.6, -11.6
54789, -12, -3.6, -2.6
54799, -11, -4.2, -3.6
54809, -8, -0.8, -4.2
54820, -7, 3.2, -0.8
54829, -56, -8.4, 3.2
54838, -52, -8.0, -8.4
54846, -49, -7.6, -8.0
54850, -44, -7.2, -7.6
54858, -37, -6.0, -7.2
54868, -39, 3.4, -6.0
54876, -56, -0.8, 3.4
54884, -41, 1.6, -0.8
54892, -61, -3.4, 1.6
54900, -103, -13.2, -3.4
54908, -83, -8.800000000000001, -13.2
54917, -66, -2.0, -8.800000000000001
54927, -63, -4.4, -2.0
54935, -75, -2.8, -4.4
54940, -88, 3.0, -2.8
54948, -102, -3.8, 3.0
54956, -107, -8.199999999999999, -3.8
54965, -105, -8.4, -8.199999999999999
54974, -117, -8.4, -8.4
54978, -127, -7.8, -8.4
54986, -110, -1.6, -7.8
54994, -115, -1.6, -1.6
55000, -119, -2.8, -1.6
55008, -120, -0.6, -2.8
55016, -122, 1.0, -0.6
55026, -149, -7.8, 1.0
55035, -136, -4.2, -7.8
55043, -121, -0.4, -4.2
55047, -131, -2.2, -0.4
55055, -123, -0.2, -2.2
55061, -126, 4.6, -0.2
55070, -135, 0.2, 4.6
55078, -152, -6.2, 0.2
55085, -157, -5.2, -6.2
55092, -153, -6.0, -5.2
55100, -133, -1.4, -6.0
55108, -130, 1.0, -1.4
55116, -129, 4.6, 1.0
55126, -133, 4.8, 4.6
55133, -147, 1.2, 4.8
55144, -163, -6.0, 1.2
55155, -125, 1.0, -6.0
55161, -118, 2.2, 1.0
55171, -130, 0.6, 2.2
55178, -129, 3.6, 0.6
55187, -119, 8.800000000000001, 3.6
55195, -117, 1.6, 8.800000000000001
55199, -117, 0.2, 1.6
55206, -123, 1.4, 0.2
55214, -113, 3.2, 1.4
55219, -91, 5.6, 3.2
55228, -106, 2.2, 5.6
55236, -121, -0.8, 2.2
55243, -148, -5.0, -0.8
55251, -133, -4.0, -5.0
55260, -75, 3.2, -4.0
55267, -70, 7.2, 3.2
55276, -114, 1.4, 7.2
55284, -116, 6.4, 1.4
55291, -118, 3.0, 6.4
55300, -94, -3.8, 3.0
55309, -56, 2.8, -3.8
55316, -97, 3.4, 2.8
55326, -56, 12.0, 3.4
55336, -66, 10.4, 12.0
55340, -79, 3.0, 10.4
55348, -86, -6.0, 3.0
55357, -60, 7.4, -6.0
55366, -47, 1.8, 7.4
55374, -41, 5.0, 1.8
55384, -63, 3.2, 5.0
55391, -68, 3.6, 3.2
55399, -58, 0.4, 3.6
55407, -41, 1.2, 0.4
55411, -33, 1.6, 1.2
55420, -36, 5.4, 1.6
55429, -28, 8.0, 5.4
55437, -16, 8.4, 8.0
55445, -13, 5.6, 8.4
55453, -5, 5.6, 5.6
55460, -16, 4.0, 5.6
55469, -13, 3.0, 4.0
55478, -14, 0.4, 3.0
55488, -12, 0.2, 0.4
55496, 10, 3.0, 0.2
55505, 17, 6.6, 3.0
55513, 23, 7.2, 6.6
55521, 23, 7.4, 7.2
55531, 29, 8.199999999999999, 7.4
55539, 36, 5.2, 8.199999999999999
55557, 57, 8.0, 5.2
55574, 64, 8.199999999999999, 8.0
55586, 67, 8.800000000000001, 8.199999999999999
55596, 74, 9.0, 8.800000000000001
55606, 85, 9.800000000000001, 9.0
55616, 96, 7.8, 9.800000000000001
55626, 98, 6.8, 7.8
55639, 104, 7.4, 6.8
55665, 114, 8.0, 7.4
